"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","NoCatch","OrganismCode","LowestTaxon","Parent","ForkLength","TotalLength","Weight","Sex","Spawning.Condition","MarkCode","Race","StageCode","Dead","CWTSample","Genetic.Sample","Direct.Take","Indirect.Take","FishTagID","Count","FishIDComments","CWT_TagCode","CWTComments","GeneticID1","Prob1","GeneticID2","Prob2","FishTagID2","SalmComments","numChrom","V.shape","GeneticID","qDS","qLFS","qWAG","GenotypeRun","FishTagID3","SmeltComments"
"7983",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","29","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7984",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","26","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"7985",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"7986",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7987",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"7988",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7989",4154,"06/16/2011","09:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","28","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7990",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","33","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"7991",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7992",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","27","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7993",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","23","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7994",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7995",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","26","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"7996",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","25","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","5","","","","","","","","","","","","","","","","","",""
"7997",4153,"06/17/2011","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","28","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7998",4151,"06/21/2011","08:48:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"7999",4151,"06/21/2011","08:48:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8000",4150,"06/22/2011","08:27:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","26","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8001",4150,"06/22/2011","08:27:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","29","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8002",4150,"06/22/2011","08:27:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8003",4150,"06/22/2011","08:27:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","38","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8004",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","38","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8005",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8006",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8007",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","42","","","","","n/p","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8008",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8009",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","40","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8010",4148,"06/24/2011","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8011",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8012",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8013",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","49","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8014",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","41","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","7","","","","","","","","","","","","","","","","","",""
"8015",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","45","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8016",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8017",4147,"06/28/2011","10:23:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","54","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8018",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","5","","","","","","","","","","","","","","","","","",""
"8019",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8020",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","40","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8021",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8022",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","41","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","8","","","","","","","","","","","","","","","","","",""
"8023",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8024",4145,"06/29/2011","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","all dsm and wag dead.","","N","SPLT","macrolepidotus","Pogonichthys","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8025",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8026",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","38","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8027",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","41","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8028",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8029",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","37","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8030",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8031",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8032",4144,"06/30/2011","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","SPLT","macrolepidotus","Pogonichthys","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8033",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","34","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8034",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","27","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","5","","","","","","","","","","","","","","","","","",""
"8035",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8036",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8037",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8038",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8039",4143,"07/01/2011","10:28:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","wood and table top blocking cone","","N","SPLT","macrolepidotus","Pogonichthys","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"8040",1518,"06/10/1999","11:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","28","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8041",1518,"06/10/1999","11:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","27","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8042",1518,"06/10/1999","11:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8043",1519,"06/14/1999","13:23:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8044",1519,"06/14/1999","13:23:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","27","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8045",1519,"06/14/1999","13:23:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","26","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8046",1521,"06/21/1999","13:00:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","28","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8047",1521,"06/21/1999","13:00:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8048",1522,"06/23/1999","09:30:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8049",1523,"06/25/1999","10:13:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","28","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8050",1523,"06/25/1999","10:13:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8051",1524,"06/28/1999","09:56:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","trap completely spun around, down lines crossed","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8052",1524,"06/28/1999","09:56:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","trap completely spun around, down lines crossed","","N","STB","saxatilis","Morone","27","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8053",1525,"06/30/1999","09:32:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","trap way off kilter, log","","N","STB","saxatilis","Morone","22","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8054",1525,"06/30/1999","09:32:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","trap way off kilter, log","","N","STB","saxatilis","Morone","21","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8055",1526,"07/02/1999","10:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","lots of unid morts in trap (previous catch?)","","N","STB","saxatilis","Morone","22","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8056",1526,"07/02/1999","10:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","lots of unid morts in trap (previous catch?)","","N","STB","saxatilis","Morone","23","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8057",1527,"07/06/1999","12:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","24","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8058",1527,"07/06/1999","12:15:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","27","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8059",1528,"07/08/1999","10:00:00","STTD","A0D82120386","RSTR","RSTR8","","","Pull","","","","","","","","","took trap out; unids were catfish sp.","","N","STB","saxatilis","Morone","25","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8060",364,"11/29/1999","09:45:00","PCS","A0S82801355","FKTR","FKTR","1","","","","","","","","","","","","","N","STB","saxatilis","Morone","648","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8061",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8062",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","28","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8063",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8064",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","5","","","","","","","","","","","","","","","","","",""
"8065",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","29","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8066",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","25","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"8067",1605,"06/02/2000","12:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","26","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8068",1606,"06/05/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8069",1606,"06/05/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","25","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8070",1608,"06/09/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8071",463,"06/09/2000","11:30:00","PCS","A0S82801355","FKTR","FKTR","1","","","","","","","","","","","","","N","STB","saxatilis","Morone","390","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8072",1609,"06/12/2000","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","27","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8073",1610,"06/14/2000","08:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8074",1612,"06/19/2000","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","STB","saxatilis","Morone","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8075",1613,"06/21/2000","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","flood tide","","N","STB","saxatilis","Morone","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8076",1613,"06/21/2000","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","flood tide","","N","STB","saxatilis","Morone","25","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"8077",1613,"06/21/2000","09:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","flood tide","","N","STB","saxatilis","Morone","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
