Processed by,Species,ID,Date,Time,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
BO,CHN,2017_Ad_plus-F_1582,7/17/2017,11:10,52,1.48,5,5,0.0810,0.0449,Daphnia pulex/pulicaria grp.,,Cladocera,86,0.026,,jc
BO,CHN,2017_Ad_plus-F_1582,7/17/2017,11:10,52,1.48,5,5,0.0810,0.0449,Chironomidae,emergent,Diptera,10,0.0043,,jc
BO,CHN,2017_Ad_plus-F_1582,7/17/2017,11:10,52,1.48,5,5,0.0810,0.0449,Chironomidae,larvae,Diptera,2,0,,jc
BO,CHN,2017_Ad_plus-F_1582,7/17/2017,11:10,52,1.48,5,5,0.0810,0.0449,Aphididae,adult,Hemiptera,3,0.001,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Coenagrionidae,adult,Odonata,6,0.0721,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Americorophium spinicorne,,Amphipoda,1,0.0049,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Chironomidae,emergent,Diptera,4,0.0019,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Chironomidae,pupae,Diptera,2,0.0006,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Aphididae,adult,Hemiptera,1,0.0006,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Simocephalus sp,,Cladocera,3,0.0012,,jc
JC,CHN,2017_Ad_plus-F_1583,8/9/2017,14:07,74,4.78,5,5,0.1877,0.0922,Insect matter,,Insecta,,0.0063,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Americorophium spinicorne,,Amphipoda,3,0.0049,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Chironomidae,larvae,Diptera,330,0.1178,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Aphididae,adult,Hemiptera,2,0.0014,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Chironomidae,emergent,Diptera,40,0.0225,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Coleoptera,adult,Coleoptera,1,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Acanthocyclops robustus,,Cyclopoida,81,0.0070,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Zygoptera,nymph,Odonata,1,0.0111,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Brachycera,adult,Diptera,3,0.0022,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Chironomidae,adult,Diptera,4,0.0011,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Unidentified,,Unidentified,,0.0074,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Calanoida,,Calanoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1584,8/8/2017,14:59,,,6,4,0.2936,0.0943,Cladocera,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Unidentified,,Unidentified,,0.0024,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Osphranticum labronectum,,Calanoida,2,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Acanthocyclops robustus,,Cyclopoida,54,0.0050,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Chironomidae,emergent,Diptera,30,0.0136,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Americorophium sp,,Amphipoda,2,0.0041,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Gammaridea,,Amphipoda,1,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Cladocera,,Cladocera,6,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Aphididae,adult,Hemiptera,1,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Chironomidae,pupae,Diptera,1,0.0010,,jc
BO,CHN,2017_Ad_plus-F_1589,8/8/2017,14:28,55,1.79,5,4,0.0802,0.0428,Chironomidae,larvae,Diptera,73,0.0095,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Brachycera,adult,Diptera,1,0.0010,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Hymenoptera,adult,Hymenoptera,2,0.0010,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Simocephalus sp,,Cladocera,2,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Unidentified,,Unidentified,,0.0047,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Ceratopogonidae,larvae,Diptera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Osphranticum labronectum,,Calanoida,4,0.0007,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Acanthocyclops robustus,,Cyclopoida,74,0.0057,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Chironomidae,larvae,Diptera,130,0.0406,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Chironomidae,emergent,Diptera,46,0.0200,,jc
BO,CHN,2017_Ad_plus-F_1590,8/8/2017,14:34,60,2.73,4,4,0.1390,0.0573,Chironomidae,pupae,Diptera,1,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Daphnia pulex/pulicaria grp.,,Cladocera,120,0.0333,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Chironomidae,pupae,Diptera,3,0.0037,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Oligochaeta,,Oligochaeta,1,0.0244,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Crangonyx sp,,Amphipoda,8,0.0216,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Chironomidae,larvae,Diptera,4,0.0017,,jc
JC,CHN,2017_Ad_plus-F_1598,9/8/2017,15:09,73,4.90,4,5,0.2030,0.1054,Animal matter,,Animalia,,0.0005,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Chironomidae,adult,Diptera,26,0.0186,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Aphididae,adult,Hemiptera,3,0.0024,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Hymenoptera,adult,Hymenoptera,3,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Staphylinidae,adult,Coleoptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Ephydridae,adult,Diptera,1,0.0015,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Aranae,,Arachnida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Insect matter,,Insecta,,0.0057,,jc
JC,CHN,2017_Ad_plus-F_1613,9/11/2017,10:25,77,5.38,3,4,0.2323,0.1576,Unidentified,,Unidentified,,0.0040,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Chironomidae,pupae,Diptera,14,0.0035,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Chironomidae,adult,Diptera,2,0.0010,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Chironomidae,larvae,Diptera,4,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Hemiptera,nymph,Hemiptera,1,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Aphididae,adult,Hemiptera,1,0.0060,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Lepidoptera,adult,Lepidoptera,1,0.0011,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Psychodidae,adult,Diptera,1,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Hymenoptera,adult,Hymenoptera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Brachycera,larvae,Diptera,2,0.0006,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Psocoptera,adult,Psocoptera,1,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Insect matter,,Insecta,,0.0083,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Unidentified,,Unidentified,,0.0068,,jc
JC,CHN,2017_Ad_plus-F_1618,9/11/2017,10:41,76,4.75,3,4,0.1695,0.1087,Ceriodaphnia sp,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Chironomidae,adult,Diptera,18,0.0070,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Hemiptera,nymph,Hemiptera,6,0.0041,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Osphranticum labronectum,,Calanoida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Formicidae,adult,Hymenoptera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Hymenoptera,adult,Hymenoptera,3,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Staphylinidae,adult,Coleoptera,1,0.0010,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Psychodidae,adult,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Hemiptera,adult,Hemiptera,2,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Aphididae,adult,Hemiptera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Crangonyx sp,,Amphipoda,2,0.0017,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Insect matter,,Insecta,,0.0117,,jc
JC,CHN,2017_Ad_plus-F_1642,9/11/2017,10:45,59,2.29,4,4,0.0950,0.0495,Plant matter,,Plant Matter,,0.0037,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Daphnia pulex/pulicaria grp.,,Cladocera,150,0.0898,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Ephydridae,adult,Diptera,2,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Coenagrionidae,nymph,Odonata,2,0.0036,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Chironomidae,pupae,Diptera,5,0.0060,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Animal matter,,Animalia,,0.0088,,jc
JC,CHN,2017_Ad_plus-F_1652,9/11/2017,11:05,77,5.22,5,5,0.2163,0.1009,Simocephalus sp,,Cladocera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Daphnia pulex/pulicaria grp.,,Cladocera,392,0.2216,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Hyalella azteca,,Amphipoda,2,0.0042,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Crangonyx sp,,Amphipoda,6,0.0159,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Aphididae,adult,Hemiptera,6,0.0044,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Chironomidae,larvae,Diptera,2,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1653,9/11/2017,10:12,77,10.11,6,5,0.4103,0.1172,Animal matter,,Animalia,,0.0048,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Hemiptera,nymph,Hemiptera,1,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Aranae,,Arachnida,1,0.0006,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Brachycera,adult,Diptera,2,0.0011,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Chironomidae,emergent,Diptera,11,0.0033,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Aphididae,adult,Hemiptera,7,0.0048,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Daphnia pulex/pulicaria grp.,,Cladocera,9,0.0039,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Simocephalus sp,,Cladocera,25,0.0076,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Sida crystallina,,Cladocera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Insect matter,,Insecta,,0.0109,,jc
ATE,CHN,2017_Ad_plus-F_1654,9/11/2017,10:05,77,5.76,5,4,0.1910,0.1229,Animal matter,,Animalia,,0.0243,,jc
BO,CHN,2017_Ad_plus-F_1655,7/17/2017,11:32,76,4.64,6,3,0.1320,0.0901,Chironomidae,emergent,Diptera,11,0.0101,,jc
BO,CHN,2017_Ad_plus-F_1655,7/17/2017,11:32,76,4.64,6,3,0.1320,0.0901,Insect matter,,Insecta,,0.0334,,jc
BO,CHN,2017_Ad_plus-F_1655,7/17/2017,11:32,76,4.64,6,3,0.1320,0.0901,Nematoda,,Nematoda,1,0.0006,,jc
BO,CHN,2017_Ad_plus-F_1655,7/17/2017,11:32,76,4.64,6,3,0.1320,0.0901,Coleoptera,adult,Coleoptera,1,0.0003,,jc
BO,CHN,2017_Ad_plus-F_1655,7/17/2017,11:32,76,4.64,6,3,0.1320,0.0901,Hymenoptera,adult,Hymenoptera,1,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Chironomidae,pupae,Diptera,10,0.0049,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Brachycera,pupae,Diptera,1,0.0017,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Chironomidae,larvae,Diptera,10,0.0052,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Chironomidae,adult,Diptera,1,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Insect matter,,Insecta,,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1657,9/11/2017,9:58,54,1.72,6,5,0.0678,0.0521,Unidentified,,Unidentified,,0.0022,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Aranae,,Arachnida,2,0.0073,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Dolichopodidae,larvae,Diptera,2,0.0059,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Ceratopogonidae,larvae,Diptera,1,0.0010,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Chironomidae,larvae,Diptera,75,0.0224,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Chironomidae,pupae,Diptera,80,0.0828,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Gammaridea,,Amphipoda,2,0.0017,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Brachycera,larvae,Diptera,4,0.0011,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Calanoida,,Calanoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Brachycera,adult,Diptera,1,0.0009,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Hymenoptera,adult,Hymenoptera,1,0.0009,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Eurycercus sp,,Cladocera,1,0.0003,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Osphranticum labronectum,,Calanoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Tipulidae,larvae,Diptera,1,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1658,8/8/2017,15:07,79,6.11,5,4,0.2872,0.1310,Corixidae,adult,Hemiptera,1,0.0055,,jc
BO,CHN,2017_Ad_plus-F_1659,8/8/2017,15:28,78,5.27,4,5,0.1250,0.1029,Unidentified,,Unidentified,,0.0069,,jc
BO,CHN,2017_Ad_plus-F_1659,8/8/2017,15:28,78,5.27,4,5,0.1250,0.1029,Chironomidae,larvae,Diptera,39,0.0089,,jc
BO,CHN,2017_Ad_plus-F_1659,8/8/2017,15:28,78,5.27,4,5,0.1250,0.1029,Chironomidae,pupae,Diptera,27,0.0058,,jc
BO,CHN,2017_Ad_plus-F_1659,8/8/2017,15:28,78,5.27,4,5,0.1250,0.1029,Insect matter,,Insecta,1,0.0010,,jc
BO,CHN,2017_Ad_plus-F_1659,8/8/2017,15:28,78,5.27,4,5,0.1250,0.1029,Cyclopoida,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Chironomidae,adult,Diptera,4,0.0094,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Chironomidae,larvae,Diptera,5,0.0014,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Chironomidae,pupae,Diptera,31,0.0851,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Unidentified,,Unidentified,,0.0037,,jc
BO,CHN,2017_Ad_plus-F_1661,9/8/2017,15:38,65,3.31,6,5,0.1709,0.0476,Sida crystallina,,Cladocera,1,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Crangonyx sp,,Amphipoda,6,0.0110,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Animal matter,,Animalia,,0.0213,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Hyalella azteca,,Amphipoda,3,0.0070,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Chironomidae,larvae,Diptera,1,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Chironomidae,emergent,Diptera,2,0.0020,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Simocephalus sp,,Cladocera,2,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1662,9/8/2017,16:04,81,6.02,4,4,0.1571,0.1143,Odonata,nymph,Odonata,1,0.0028,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Chironomidae,pupae,Diptera,57,0.1015,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Chironomidae,larvae,Diptera,5,0.0022,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Chironomidae,adult,Diptera,1,0.0015,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Hyalella azteca,,Amphipoda,4,0.0111,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Crangonyx sp,,Amphipoda,8,0.0128,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Daphnia pulex/pulicaria grp.,,Cladocera,22,0.0099,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Coenagrionidae,nymph,Odonata,1,0.0090,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Coenagrionidae,nymph,Odonata,1,0.0021,,jc
JC,CHN,2017_Ad_plus-F_1663,,,79,6.14,6,5,0.2662,0.0915,Insect matter,larvae,Insecta,1,0.0223,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Chironomidae,emergent,Diptera,19,0.0473,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Daphnia sp,,Cladocera,3,0.0008,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Gammaridea,,Amphipoda,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Cyclopoida,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Chironomidae,pupae,Diptera,1,0.0019,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Chironomidae,larvae,Diptera,1,0.0003,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Americorophium sp,,Amphipoda,1,0.0012,,jc
BO,CHN,2017_Ad_plus-F_1670,8/8/2017,14:44,90,8.19,4,4,0.2005,0.1440,Sida crystallina,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Chironomidae,emergent,Diptera,19,0.0288,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Unidentified,,Unidentified,,0.0168,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Chironomidae,larvae,Diptera,63,0.0258,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Crangonyx sp,,Amphipoda,2,0.0065,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0021,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Eurycercus sp,,Cladocera,1,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1671,8/8/2017,14:49,82,6.85,4,5,0.2838,0.1856,Cyclopoida,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1678,8/8/2017,15:12,85,7.81,4,2,0.3061,0.1318,Chironomidae,pupae,Diptera,46,0.1341,,jc
BO,CHN,2017_Ad_plus-F_1678,8/8/2017,15:12,85,7.81,4,2,0.3061,0.1318,Chironomidae,larvae,Diptera,1,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1678,8/8/2017,15:12,85,7.81,4,2,0.3061,0.1318,Americorophium spinicorne,,Amphipoda,1,0.0031,,jc
