Processed by,Species,ID,SN,Date,Time,Gear,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
as,DSM,2016_DSM_029,29,6/6/2016,10:15,STTD,38,0.41,2,6,0.0031,0.0018,Diaptomidae,,Calanoida,1,0.0000,,bo
as,DSM,2016_DSM_030,30,6/30/2016,13:25,STTD,43,0.73,1,,0.0129,,No animals,,0,,,,bo
as,,2016_Ad_min_F_001,1,1/27/2016,11:00,STTD,42,0.2426,4,3,0.0145,0.0055,Unidentified,,Unidentified,,0.0011,,bo
as,,2016_Ad_min_F_001,1,1/27/2016,11:00,STTD,42,0.2426,4,3,0.0145,0.0055,Chironomidae,emergent,Diptera,3,0.0012,,bo
as,,2016_Ad_min_F_001,1,1/27/2016,11:00,STTD,42,0.2426,4,3,0.0145,0.0055,Collembola,,Collembola,1,0.0000,,bo
as,,2016_Ad_min_F_001,1,1/27/2016,11:00,STTD,42,0.2426,4,3,0.0145,0.0055,Daphnia sp,,Cladocera,1,0.0000,,bo
as,,2016_Ad_min_F_001,1,1/27/2016,11:00,STTD,42,0.2426,4,3,0.0145,0.0055,Eucyclops sp,,Cyclopoida,1,0.0000,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Unidentified,,Unidentified,,0.0034,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Hyalella azteca,,Amphipoda,3,0.0007,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Chironomidae,adult,Diptera,7,0.0020,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Coenagrionidae,nymph,Odonata,1,0.0004,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Thysanoptera,adult,Thysanoptera,1,0.0000,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Aphididae,,Hemiptera,1,0.0006,winged,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Ephydridae,adult,Diptera,1,0.0000,,bo
as,,2016_Ad_min_F_002,2,2/18/2016,10:00,STTD,45,0.8142,5,4,0.0269,0.0075,Aranae,,Arachnida,1,0.0001,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Unidentified,,Unidentified,,0.0094,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Hyalella azteca,,Amphipoda,1,0.0010,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Entomobryiidae,,Collembola,5,0.0000,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Psocoptera,adult,Psocoptera,1,0.0011,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Psyllidae,adult,Hemiptera,1,0.0011,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Chironomidae,larvae,Diptera,1,0.0000,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Chironomidae,pupae,Diptera,2,0.0002,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Chironomidae,emergent,Diptera,12,0.0009,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Chironomidae,adult,Diptera,20,0.0029,,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Trichoptera,adult,Trichoptera,3,0.0004,thorax only,bo
as,,2016_Ad_min_F_004,4,2/18/2016,10:00,,51,1.6836,5,3,0.0684,0.0269,Coenagrionidae,nymph,Odonata,1,0.0005,very digested,bo
as,,2016_Ad_min_F_005,5,2/19/2016,8:55,STTD,49,1.29,2,1,0.0411,0.0251,Unidentified,,Unidentified,,0.0082,may be all stomach lining,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Unidentified,,Unidentified,,0.0066,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Daphniidae,,Cladocera,6,0.0015,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0007,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Simocephalus sp,,Cladocera,5,0.0004,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Daphniidae,ephippium,Cladocera,1,0.0001,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Hyalella azteca,,Amphipoda,1,0.0000,,bo
as,,2016_Ad_min_F_026,26,3/8/2016,11:48,STTD,56,2.11 (field)/1.98(lab),5,3,0.0669,0.0331,Chironomidae,adult,Diptera,1,0.0000,,bo
as,,2016_Ad_min_F_059,59,3/9/2016,11:31,STTD,53,1.59(field)/1.5579(lab),1,,0.0466,,No animals,,0,,,,bo
as,,2016_Ad_min_F_061,61,3/9/2016,11:31,STTD,56,1.75,4,2,0.0627,0.0379,Unidentified,,Unidentified,,0.0073,,bo
as,,2016_Ad_min_F_061,61,3/9/2016,11:31,STTD,56,1.75,4,2,0.0627,0.0379,Hyalella azteca,,Amphipoda,1,0.0005,,bo
as,,2016_Ad_min_F_066,66,3/4/2016,11:31,STTD,54,1.66,3,4,0.0447,0.0307,Unidentified,,Unidentified,,0.0015,,bo
as,,2016_Ad_min_F_066,66,3/4/2016,11:31,STTD,54,1.66,3,4,0.0447,0.0307,Plant matter,,Plant Matter,,0.0000,,bo
as,,2016_Ad_min_F_066,66,3/4/2016,11:31,STTD,54,1.66,3,4,0.0447,0.0307,Daphnia sp,,Cladocera,6,0.0010,,bo
as,,2016_Ad_min_F_066,66,3/4/2016,11:31,STTD,54,1.66,3,4,0.0447,0.0307,Daphniidae,ephippium,Cladocera,1,0.0000,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Unidentified,,Unidentified,,0.0189,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Chironomidae,emergent,Diptera,39,0.0061,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Chironomidae,adult,Diptera,7,0.0017,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Daphnia sp,,Cladocera,6,0.0013,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Hybotidae,adult,Diptera,1,0.0015,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Crangonyx sp,,Amphipoda,9,0.0082,,bo
as,,2016_Ad_min_S_001,1,3/24/2016,10:50,STTD,91,8.43,5,4,0.2152,0.1302,Americorophium spinicorne,,Amphipoda,1,0.0024,,bo
as,,2016_Ad_min_S_002,2,3/25/2016,10:29,STTD,89,10.34(field)/9.113(lab),2,3,0.2060,0.1231,Unidentified,,Unidentified,,0.0366,may be all stomach lining,bo
as,,2016_Ad_min_S_002,2,3/25/2016,10:29,STTD,89,10.34(field)/9.113(lab),2,3,0.2060,0.1231,Chironomidae,emergent,Diptera,5,0.0013,,bo
as,,2016_Ad_min_S_002,2,3/25/2016,10:29,STTD,89,10.34(field)/9.113(lab),2,3,0.2060,0.1231,Chironomidae,adult,Diptera,1,0.0011,,bo
as,,2016_Ad_min_S_002,2,3/25/2016,10:29,STTD,89,10.34(field)/9.113(lab),2,3,0.2060,0.1231,Daphnia sp,,Cladocera,1,0.0000,,bo
as,,2016_Ad_min_W_002,2,3/16/2016,12:14,FW-1,95,9.12(field)/8.654(lab),2,5,0.1783,0.1340,Formicidae,adult,Hymenoptera,1,0.0049,wingless,bo
as,,2016_Ad_min_W_002,2,3/16/2016,12:14,FW-1,95,9.12(field)/8.654(lab),2,5,0.1783,0.1340,Daphnia sp,,Cladocera,1,0.0000,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Animal matter,,Animalia,,0.0066,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Daphnia sp,,Cladocera,6,0.0014,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0003,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Daphnia grp 2,,Cladocera,1,0.0007,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Chironomidae,adult,Diptera,2,0.0027,,bo
as,,2016_Ad_min_W_003,3,3/23/2016,11:15,,108,14.35(field)/14.22(lab),4,5,0.2924,0.2007,Osteichthyes,,Chordata,1,0.0117,very digested,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Unidentified,,Unidentified,,0.1184,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Crangonyx sp,,Amphipoda,2,0.0035,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Corixidae,nymph,Hemiptera,3,0.0110,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Corixidae,adult,Hemiptera,1,0.0098,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Daphnia sp,,Cladocera,163,0.1036,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Daphnia grp 2,,Cladocera,287,0.3126,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0006,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Simocephalus sp,,Cladocera,4,0.0018,,bo
as,RBT,RBTTAd-005,5,3/25/2016,10:29,,236,111.98,5,5,3.7151,1.9733,Chironomidae,pupae,Diptera,1,0.0001,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Gastropoda,,Gastropoda,1,0.0012,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Corixidae,nymph,Hemiptera,5,0.0110,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Crangonyx sp,,Amphipoda,3,0.0023,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Plant matter,,Plant Matter,,0.0017,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Chironomidae,adult,Diptera,2,0.0002,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Eurytemora sp,,Calanoida,2,0.0000,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Unidentified,,Unidentified,,0.2042,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Daphnia sp,,Cladocera,285,0.1416,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Daphnia grp 2,,Cladocera,489,0.4455,,bo
as,RBT,RBTTAd-006,6,3/25/2016,10:29,,233,133.14,5,5,4.3334,2.2290,Simocephalus sp,,Cladocera,14,0.0062,,bo
as,RBT,RBTTAd-007,7,3/25/2016,,STTD,219,104.95,2,3,2.6259,1.9100,Unidentified,,Unidentified,,0.2337,,bo
as,RBT,RBTTAd-007,7,3/25/2016,,STTD,219,104.95,2,3,2.6259,1.9100,Aranae,,Arachnida,1,0.0457,,bo
as,RBT,RBTTAd-007,7,3/25/2016,,STTD,219,104.95,2,3,2.6259,1.9100,Daphnia sp,,Cladocera,3,0.0017,,bo
as,RBT,RBTTAd-007,7,3/25/2016,,STTD,219,104.95,2,3,2.6259,1.9100,Chironomidae,adult,Diptera,1,0.0003,,bo
as,RBT,RBTTAd-007,7,3/25/2016,,STTD,219,104.95,2,3,2.6259,1.9100,Osteichthyes matter,,Chordata,,0.0367,too digested to count,bo
as,WAG,2016WAG001,1,4/15/2016,11:06,STTD,35,0.23,2,6,0.0025,0.0017,Pseudodiaptomus forbesi,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG002,2,4/28/2016,12:35,STTD,38,0.25,1,,,,No animals,,0,,,,bo
as,WAG,2016WAG003,3,4/29/2016,10:40,STTD,34,0.19,1,,0.0017,,No animals,,0,,,,bo
as,WAG,2016WAG004,4,5/3/2016,9:49,STTD,34,0.26,2,6,0.0016,0.0014,Daphnia sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Daphnia sp,,Cladocera,15,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Bosmina sp,,Cladocera,2,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Ceriodaphnia sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Pseudodiaptomus forbesi,,Calanoida,5,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Diaptomidae,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG005,5,5/3/2016,9:49,STTD,34,0.24,4,5,0.0037,0.0024,Cyclopoida,juvenile,Cyclopoida,2,0.0000,,bo
as,WAG,2016WAG006,6,5/4/2016,9:05,STTD,34,0.24,5,5,0.0034,0.0023,Diaptomidae,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG006,6,5/4/2016,9:05,STTD,34,0.24,5,5,0.0034,0.0023,Pseudodiaptomus forbesi,,Calanoida,14,0.0003,,bo
as,WAG,2016WAG006,6,5/4/2016,9:05,STTD,34,0.24,5,5,0.0034,0.0023,Eurytemora sp,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG006,6,5/4/2016,9:05,STTD,34,0.24,5,5,0.0034,0.0023,Daphniidae,,Cladocera,11,0.0002,,bo
as,WAG,2016WAG006,6,5/4/2016,9:05,STTD,34,0.24,5,5,0.0034,0.0023,Cyclopoida,juvenile,Cyclopoida,17,0.0001,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Daphnia sp,,Cladocera,4,0.0000,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Diaptomidae,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Chironomidae,larvae,Diptera,1,0.0000,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Acanthocyclops robustus,,Cyclopoida,13,0.0003,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Diacyclops thomasi,,Cyclopoida,1,0.0000,,bo
as,WAG,2016WAG007,7,5/6/2016,12:24,STTD,36,0.3,4,5,0.0052,0.0030,Cyclopoida,juvenile,Cyclopoida,4,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Daphnia sp,,Cladocera,3,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Bosmina sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Chironomidae,larvae,Diptera,1,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Pseudodiaptomus forbesi,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Diaptomidae,,Calanoida,3,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Cyclopoida,,Cyclopoida,4,0.0000,,bo
as,WAG,2016WAG008,8,5/6/2016,12:24,STTD,32,0.34,4,5,0.0038,0.0019,Acanthocyclops robustus,,Cyclopoida,17,0.0002,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Daphnia sp,,Cladocera,5,0.0001,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Diaptomidae,,Calanoida,4,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Pseudodiaptomus forbesi,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Eurytemora sp,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Cyclopoida,,Cyclopoida,6,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Eucyclops sp,,Cyclopoida,2,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Diacyclops thomasi,,Cyclopoida,1,0.0000,,bo
as,WAG,2016WAG009,9,5/6/2016,12:24,STTD,32,0.2,4,5,0.0031,0.0014,Acanthocyclops robustus,,Cyclopoida,13,0.0002,,bo
as,WAG,2016WAG010,10,5/6/2016,12:24,STTD,33,0.23,3,4,0.0030,0.0020,Daphnia sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG010,10,5/6/2016,12:24,STTD,33,0.23,3,4,0.0030,0.0020,Calanoida,,Calanoida,9,0.0000,,bo
as,WAG,2016WAG010,10,5/6/2016,12:24,STTD,33,0.23,3,4,0.0030,0.0020,Acanthocyclops robustus,,Cyclopoida,8,0.0000,,bo
as,WAG,2016WAG010,10,5/6/2016,12:24,STTD,33,0.23,3,4,0.0030,0.0020,Cyclopoida,,Cyclopoida,8,0.0000,,bo
as,WAG,2016WAG011,11,5/6/2016,12:24,STTD,33,0.25,5,5,0.0043,0.0021,Daphnia sp,,Cladocera,2,0.0000,,bo
as,WAG,2016WAG011,11,5/6/2016,12:24,STTD,33,0.25,5,5,0.0043,0.0021,Pseudodiaptomus forbesi,,Calanoida,4,0.0001,,bo
as,WAG,2016WAG011,11,5/6/2016,12:24,STTD,33,0.25,5,5,0.0043,0.0021,Acanthocyclops robustus,,Cyclopoida,16,0.0003,,bo
as,WAG,2016WAG011,11,5/6/2016,12:24,STTD,33,0.25,5,5,0.0043,0.0021,Cyclopoida,,Cyclopoida,4,0.0000,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Daphnia sp,,Cladocera,2,0.0000,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Diaptomidae,,Calanoida,6,0.0000,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Pseudodiaptomus forbesi,,Calanoida,3,0.0000,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Acanthocyclops robustus,,Cyclopoida,9,0.0001,,bo
as,WAG,2016WAG012,12,5/6/2016,12:24,STTD,33,0.24,4,4,0.0042,0.0024,Cyclopoida,,Cyclopoida,4,0.0000,,bo
as,WAG,2016WAG014,14,5/6/2016,12:24,STTD,37,0.33,5,5,0.0051,0.0024,Daphnia sp,,Cladocera,13,0.0000,,bo
as,WAG,2016WAG014,14,5/6/2016,12:24,STTD,37,0.33,5,5,0.0051,0.0024,Diaptomidae,,Calanoida,4,0.0000,,bo
as,WAG,2016WAG014,14,5/6/2016,12:24,STTD,37,0.33,5,5,0.0051,0.0024,Pseudodiaptomus forbesi,,Calanoida,8,0.0000,,bo
as,WAG,2016WAG014,14,5/6/2016,12:24,STTD,37,0.33,5,5,0.0051,0.0024,Acanthocyclops robustus,,Cyclopoida,41,0.0005,,bo
as,WAG,2016WAG014,14,5/6/2016,12:24,STTD,37,0.33,5,5,0.0051,0.0024,Cyclopoida,,Cyclopoida,22,0.0002,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Bosmina sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Daphniidae,,Cladocera,2,0.0000,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Pseudodiaptomus forbesi,,Calanoida,4,0.0000,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Eurytemora sp,,Calanoida,1,0.0000,,bo
as,WAG,2016WAG015,15,5/6/2016,12:24,STTD,37,0.35,3,3,0.0037,0.0022,Calanoida,,Calanoida,4,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Pseudodiaptomus forbesi,,Calanoida,6,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Acanthocyclops robustus,,Cyclopoida,27,0.0004,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Eucyclops sp,,Cyclopoida,2,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Cyclopoida,,Cyclopoida,17,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Corophiidae,juvenile,Amphipoda,1,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Daphniidae,,Cladocera,8,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Bosmina sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG016,16,5/6/2016,12:24,STTD,37,0.38,4,5,0.0054,0.0025,Diaptomidae,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Unidentified,,Unidentified,,0.0001,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Bosmina sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Daphniidae,,Cladocera,3,0.0000,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Chironomidae,larvae,Diptera,1,0.0000,only part of body,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Diaptomidae,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Acanthocyclops robustus,,Cyclopoida,12,0.0002,,bo
as,WAG,2016WAG017,17,5/6/2016,12:24,STTD,37,0.33,3,3,0.0050,0.0029,Cyclopoida,,Cyclopoida,17,0.0002,,bo
as,WAG,2016WAG018,18,5/6/2016,12:24,STTD,38,0.32,4,4,0.0032,0.0021,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG018,18,5/6/2016,12:24,STTD,38,0.32,4,4,0.0032,0.0021,Daphniidae,,Cladocera,3,0.0000,,bo
as,WAG,2016WAG018,18,5/6/2016,12:24,STTD,38,0.32,4,4,0.0032,0.0021,Diaptomidae,,Calanoida,3,0.0000,,bo
as,WAG,2016WAG018,18,5/6/2016,12:24,STTD,38,0.32,4,4,0.0032,0.0021,Acanthocyclops robustus,,Cyclopoida,8,0.0000,,bo
as,WAG,2016WAG018,18,5/6/2016,12:24,STTD,38,0.32,4,4,0.0032,0.0021,Cyclopoida,,Cyclopoida,7,0.0000,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Daphniidae,,Cladocera,4,0.0001,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Harpacticoida,,Harpacticoida,1,0.0000,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Pseudodiaptomus forbesi,,Calanoida,2,0.0000,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Acanthocyclops robustus,,Cyclopoida,7,0.0004,,bo
as,WAG,2016WAG019,19,5/6/2016,12:24,STTD,39,0.38,4,4,0.0054,0.0033,Cyclopoida,,Cyclopoida,8,0.0000,,bo
as,WAG,2016WAG020,20,5/6/2016,12:24,STTD,39,0.41,4,4,0.0053,0.0034,Unidentified,,Unidentified,,0.0000,,bo
as,WAG,2016WAG020,20,5/6/2016,12:24,STTD,39,0.41,4,4,0.0053,0.0034,Bosmina sp,,Cladocera,1,0.0000,,bo
as,WAG,2016WAG020,20,5/6/2016,12:24,STTD,39,0.41,4,4,0.0053,0.0034,Daphniidae,,Cladocera,4,0.0000,,bo
as,WAG,2016WAG020,20,5/6/2016,12:24,STTD,39,0.41,4,4,0.0053,0.0034,Diaptomidae,,Calanoida,2,0.0000,,bo
