Processed by,Date,ID #,FL,FL (Label if different from data sheet),Weight,Weight in field,Fullness,Digestion,Damp wt,Empty wt,Prey taxa,,LH,Count,Wt,Stomach broken/damaged,Comments,REF,QA,Inventory,Total Contents Wt
as,6/12/2014,2014-036S,50,,0.4423,,6,4,0.0199,0.0061,Pseudodiaptomus forbesi,Calanoida,female,115,0.002,,,,,,
as,6/12/2014,2014-036S,50,,0.4423,,6,4,0.0199,0.0061,Pseudodiaptomus forbesi,Calanoida,male,175,0.0031,,,,,,
as,6/12/2014,2014-036S,50,,0.4423,,6,4,0.0199,0.0061,Pseudodiaptomus forbesi,Calanoida,copepodid,114,0.0008,,,,,,
as,6/12/2014,2014-036S,50,,0.4423,,6,4,0.0199,0.0061,Ceriodaphnia sp,Cladocera,unidentified,3,0,,,,,,
as,6/12/2014,2014-037S,52,,0.4825,,5,4,0.0152,0.0078,Pseudodiaptomus forbesi,Calanoida,female,49,0.0008,,,,,,
as,6/12/2014,2014-037S,52,,0.4825,,5,4,0.0152,0.0078,Pseudodiaptomus forbesi,Calanoida,male,63,0.001,,,,,,
as,6/12/2014,2014-037S,52,,0.4825,,5,4,0.0152,0.0078,Pseudodiaptomus forbesi,Calanoida,copepodid,53,0.0005,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Pseudodiaptomus forbesi,Calanoida,female,91,0.0017,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Pseudodiaptomus forbesi,Calanoida,male,160,0.0022,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Pseudodiaptomus forbesi,Calanoida,copepodid,99,0.0011,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Harpacticoida,Harpacticoida,unidentified,1,0,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Daphniidae,Cladocera,unidentified,2,0,,,,,,
as,6/12/2014,2014-038S,46,,0.3046,,5,4,0.0174,0.0041,Unidentified matter,,,,0,,,,,,
as,6/12/2014,2014-039S,41,,0.2048,,3,5,0.0056,0.0036,Pseudodiaptomus forbesi,Calanoida,female,5,0,,,,,,
as,6/12/2014,2014-039S,41,,0.2048,,3,5,0.0056,0.0036,Pseudodiaptomus forbesi,Calanoida,male,9,0.0001,,,,,,
as,6/12/2014,2014-039S,41,,0.2048,,3,5,0.0056,0.0036,Pseudodiaptomus forbesi,Calanoida,copepodid,5,0,,,,,,
as,6/12/2014,2014-039S,41,,0.2048,,3,5,0.0056,0.0036,Sinocalanus doerrii,Calanoida,adult,4,0,,,,,,
as,6/12/2014,2014-040S,34,,0.0941,,6,4,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,female,12,0.0002,,,,,,
as,6/12/2014,2014-040S,34,,0.0941,,6,4,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,male,82,0.0012,,,,,,
as,6/12/2014,2014-040S,34,,0.0941,,6,4,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,copepodid,91,0.0008,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Pseudodiaptomus forbesi,Calanoida,female,57,0.0012,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Pseudodiaptomus forbesi,Calanoida,male,162,0.0018,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Pseudodiaptomus forbesi,Calanoida,copepodid,136,0.0008,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Bivalvia,Bivalvia,unidentified,1,0,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Gastropoda,Gastropoda,larva,1,0,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Daphniidae,Cladocera,unidentified,1,0,,,,,,
as,6/13/2014,2014-041S,48,,0.3651,,6,4,0.0153,0.0045,Unidentified matter,,,,,,,,,,
as,6/13/2014,2014-042S,46,,0.3073,,6,4,0.0081,0.0036,Pseudodiaptomus forbesi,Calanoida,female,24,0.0006,,,,,,
as,6/13/2014,2014-042S,46,,0.3073,,6,4,0.0081,0.0036,Pseudodiaptomus forbesi,Calanoida,male,33,0.0002,,,,,,
as,6/13/2014,2014-042S,46,,0.3073,,6,4,0.0081,0.0036,Pseudodiaptomus forbesi,Calanoida,copepodid,57,0.0003,,,,,,
as,6/13/2014,2014-042S,46,,0.3073,,6,4,0.0081,0.0036,Acanthocyclops sp,Cyclopoida,copepodid,7,0,,,,,,
