Processed by,Date,ID #,,Site Code,Gear,FL,FL (Label if different from data sheet),Weight,Label Weight (If does not match weight on Inventory),Fullness,Digestion,Damp wt,Empty wt,Prey taxa,LH,Count,Wt,Stomach broken/damaged,Comments,REF,QA,Inventory
as,3/17/2015,2015-006CHNF,F,STTD,RSTR,52,,1.8700,,5,3,0.0953,0.0479,Chironomidae,emergent,29,0.0064,,thoraces,Diptera,bo,Small Brown
as,3/17/2015,2015-006CHNF,F,STTD,RSTR,52,,1.8700,,5,3,0.0953,0.0479,Chydorus sp,,1,0.0000,,,Cladocera,bo,Small Brown
as,3/12/2015,2015-004CHNF,F,STTD,RSTR,52,,1.5600,,2,6,0.0415,0.0366,Crangonyx sp,,1,0.0020,,,Amphipoda,bo,Small Brown
as,3/10/2015,2015-003CHNF,F,STTD,RSTR,49,,1.2100,,2,6,0.0358,0.0290,Insect matter,,,0.0000,,legs,Insecta,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Animal Matter,,,0.0015,,Sample jar lacking sample ID#,Animal Matter,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Crangonyx sp,,2,0.0019,,,Amphipoda,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Aphididae,adult,4,0.0021,,winged,Hemiptera,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Auchenorrhyncha,nymph,11,0.0002,,,Hemiptera,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Chironomidae,emergent,12,0.0017,,,Diptera,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Ceratopogonidae,pupa,1,0.0000,,,Diptera,bo,Small Brown
as,3/4/2015,2015-002CHNF,F,STTD,RSTR,44,,0.8645,,5,5,0.0357,0.0171,Sminthuridae,,1,0.0000,,,Collembola,bo,Small Brown
as,2/27/2015,2015-001CHNF,F,STTD,RSTR,45,,0.9500,,1,,0.0312,,Empty,,,,,,n/a,bo,Small Brown
as,3/3/2015,2015-001CHNS,S,STTD,RSTR,72,,3.6000,,4,2,0.0808,0.0598,Animal Matter,,,0.0097,,,Animal Matter,bo,Small Brown
as,3/3/2015,2015-001CHNS,S,STTD,RSTR,72,,3.6000,,4,2,0.0808,0.0598,Hyallela sp,,1,0.0041,,,Amphipoda,bo,Small Brown
as,3/3/2015,2015-001CHNS,S,STTD,RSTR,72,,3.6000,,4,2,0.0808,0.0598,Formicidae,adult,1,0.0006,,wingless,Hymenoptera,bo,Small Brown
as,3/3/2015,2015-001CHNS,S,STTD,RSTR,72,,3.6000,,4,2,0.0808,0.0598,Aphididae,adult,1,0.0005,,,Hemiptera,bo,Small Brown
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Animal Matter,,,0.0009,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Chironomidae,emergent,4,0.0024,,,Diptera,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Chironomidae,pupa,2,0.0002,,,Diptera,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Cladocera,,2,0.0000,,,Cladocera,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Eurycercus sp,,3,0.0003,,,Cladocera,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Hydroptilidae,adult,1,0.0003,,,Trichoptera,bo,White 3/4
as,3/5/2014,2014-014CHNF,F,BL-5,Beach Seine,45,,0.6921,,5,5,0.0274,0.0081,Gammaridea,,1,0.0025,,,Amphipoda,bo,White 3/4
as,3/13/2014,2014-038CHNF,F,STTD,RSTR,48,,0.9508,,6,4,0.0440,0.0082,Animal Matter,,,0.0013,,,Animal Matter,bo,White 3/4
as,3/13/2014,2014-038CHNF,F,STTD,RSTR,48,,0.9508,,6,4,0.0440,0.0082,Daphnia sp,,79,0.0076,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-038CHNF,F,STTD,RSTR,48,,0.9508,,6,4,0.0440,0.0082,Daphnia sp,ephippia,2,0.0001,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-038CHNF,F,STTD,RSTR,48,,0.9508,,6,4,0.0440,0.0082,Daphniidae,,39,0.0021,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-038CHNF,F,STTD,RSTR,48,,0.9508,,6,4,0.0440,0.0082,Cyclopoida,,1,0.0001,,,Copepoda,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Animal Matter,,,0.0016,,,Animal Matter,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Chironomidae,adult,43,0.0107,,mostly thoraces,Diptera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Chironomidae,pupa,1,0.0000,,,Diptera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Simocephalus sp,,1,0.0001,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Daphnia sp,,19,0.0019,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Daphniidae,,51,0.0078,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Daphnia sp,ephippia,4,0.0003,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Bosmina longirostris,,1,0.0000,,,Cladocera,bo,White 3/4
as,3/13/2014,2014-037CHNF,F,STTD,RSTR,50,,0.9525,,6,4,0.0548,0.0034,Brachycera,adult,1,0.0006,,,Diptera,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Animal Matter,,,0.0043,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Chironomidae,adult,9,0.0011,,,Diptera,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Calanoida,,1,0.0002,,,Copepoda,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Brachycera,adult,1,0.0002,,,Diptera,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Cladocera,,1,0.0000,,,Cladocera,bo,White 3/4
as,3/5/2014,2014-003CHNS,S,BL-5,Beach Seine,65,,2.3742,,4,3,0.0525,0.0195,Aphididae,adult,1,0.0007,,winged,Hemiptera,bo,White 3/4
as,3/5/2014,2014-018CHNF,F,STTD,RSTR,44,,0.5385,,2,3,0.0194,0.0103,Animal Matter,,,0.0018,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-018CHNF,F,STTD,RSTR,44,,0.5385,,2,3,0.0194,0.0103,Nematocera,adult,3,0.0000,,thoraces,Diptera,bo,White 3/4
as,3/7/2014,2014-023CHNF,F,STTD,RSTR,52,,1.3636,,5,4,0.0730,0.0179,Animal Matter,,,0.0161,,,Animal Matter,bo,White 3/4
as,3/7/2014,2014-023CHNF,F,STTD,RSTR,52,,1.3636,,5,4,0.0730,0.0179,Chironomidae,adult,69,0.0107,,thoraces,Diptera,bo,White 3/4
as,3/7/2014,2014-023CHNF,F,STTD,RSTR,52,,1.3636,,5,4,0.0730,0.0179,Psyllidae,adult,2,0.0006,,,Hemiptera,bo,White 3/4
as,3/7/2014,2014-023CHNF,F,STTD,RSTR,52,,1.3636,,5,4,0.0730,0.0179,Thysanoptera,adult,1,0.0002,,,Thysanoptera,bo,White 3/4
as,3/7/2014,2014-023CHNF,F,STTD,RSTR,52,,1.3636,,5,4,0.0730,0.0179,Aphididae,adult,1,0.0004,,,Hemiptera,bo,White 3/4
as,3/19/2014,2014-087CHNF,F,STTD,RSTR,59,,1.8223,2.0600,1,,0.0188,,Empty,,,,,,n/a,bo,White 3/4
as,3/11/2014,2014-028CHNF,F,STTD,RSTR,47,,0.7862,,1,,0.0248,,Empty,,,,,,n/a,bo,White 3/4
as,3/11/2014,2014-026CHNF,F,STTD,RSTR,56,,1.5175,,1,,0.0328,,Empty,,,,,,n/a,bo,White 3/4
as,3/7/2014,2014-019CHNF,F,STTD,RSTR,61,,2.1323,,1,,0.0617,,Empty,,,,,,n/a,bo,White 3/4
as,3/11/2014,2014-030CHNF,F,STTD,RSTR,60,,1.9660,,2,1,0.0717,0.0521,Animal Matter,,,0.0008,,incl. Aranae/insect legs,Animal Matter,bo,White 3/4
as,3/11/2014,2014-032CHNF,F,STTD,RSTR,52,,1.0720,,1,,0.0247,,Empty,,,,,,n/a,bo,White 3/4
as,3/11/2014,2014-027CHNF,F,STTD,RSTR,48,,0.9108,,2,1,0.0171,0.0151,Animal Matter,,,0.0002,,incl. insect legs,Animal Matter,bo,White 3/4
as,3/11/2014,2014-025CHNF,F,STTD,RSTR,44,,0.6784,,1,,0.0167,,Empty,,,,,,n/a,bo,White 3/4
as,3/7/2014,2014-021CHNF,F,STTD,RSTR,49,,1.0535,,2,1,0.0319,0.0224,Animal Matter,,,0.0000,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-017CHNF,F,"STTD, YB",RSTR,55,,1.2361,,2,1,0.0298,0.0159,Animal Matter,,,0.0006,,"incl. insect legs, thoraces",Animal Matter,bo,White 3/4
as,3/7/2014,2014-020CHNF,F,STTD,RSTR,51,,1.2008,,2,3,0.0290,0.0169,Animal Matter,,,0.0066,,,Animal Matter,bo,White 3/4
as,3/7/2014,2014-020CHNF,F,STTD,RSTR,51,,1.2008,,2,3,0.0290,0.0169,Chironomidae,adult,5,0.0011,,,Diptera,bo,White 3/4
as,3/11/2014,2014-024CHNF,F,STTD,RSTR,55,,1.6140,,1,,0.0443,,Empty,,,,,,n/a,bo,White 3/4
as,3/7/2014,2014-005CHNS,S,STTD,RSTR,75,,3.0233,,2,5,0.0677,0.0536,Corixidae,adult,1,0.0023,,mostly exoskeleton,Hemiptera,bo,White 3/4
as,3/21/2014,2014-116CHNF,F,STTD,RSTR,61,,2.2396,2.5100,1,,0.0761,,Empty,,,,,,n/a,bo,White 3/4
as,3/5/2014,2014-015CHNF,F,BL-5,Beach Seine,40,,0.5399,,,6,,,Daphniidae,,1,0.0000,Y,stomach too damaged to weigh,Cladocera,bo,White 3/4
as,3/5/2014,2014-015CHNF,F,BL-5,Beach Seine,40,,0.5399,,,6,,,Chironomidae,adult,7,0.0010,Y,,Diptera,bo,White 3/4
as,3/5/2014,2014-015CHNF,F,BL-5,Beach Seine,40,,0.5399,,,6,,,Chironomidae,larvae,2,0.0000,Y,,Diptera,bo,White 3/4
as,3/5/2014,2014-015CHNF,F,BL-5,Beach Seine,40,,0.5399,,,6,,,Collembola,,2,0.0000,Y,,Collembola,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Gammaridea,,1,0.0017,,,Amphipoda,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Trichoptera,adult,4,0.0011,,,Trichoptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Animal Matter,,,0.0029,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Chironomidae,pupa,2,0.0016,,,Diptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Chironomidae,adult,16,0.0124,,,Diptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Mymaridae,adult,1,0.0000,,,Hymenoptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Plant matter,,,0.0000,,,Plant Matter,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Corixidae,adult,1,0.0022,,,Hemiptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Daphniidae,,2,0.0000,,,Cladocera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Aphididae,adult,3,0.0005,,winged,Hemiptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Chironomidae,larvae,2,0.0005,,,Diptera,bo,White 3/4
as,3/5/2014,2014-008CHNF,F,BL-5,Beach Seine,54,,1.2469,,6,5,0.0752,0.0131,Plecoptera,adult,1,0.0031,,,Plecoptera,bo,White 3/4
as,3/25/2014,2014-118CHNF,F,STTD,RSTR,46,,0.7505,1.0000,4,3,0.0301,0.0182,Animal Matter,,,0.0028,,,Animal Matter,bo,White 3/4
as,3/25/2014,2014-118CHNF,F,STTD,RSTR,46,,0.7505,1.0000,4,3,0.0301,0.0182,Chironomidae,adult,6,0.0015,,thoraces,Diptera,bo,White 3/4
as,3/25/2014,2014-118CHNF,F,STTD,RSTR,46,,0.7505,1.0000,4,3,0.0301,0.0182,Diptera,adult,1,0.0000,,thoraces,Diptera,bo,White 3/4
as,3/19/2014,2014-082CHNF,F,STTD,RSTR,46,,0.8306,1.0200,1,,0.0189,,Empty,,,,,,n/a,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Daphniidae,,16,0.0012,,,Cladocera,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Plant matter,,,0.0000,,,Plant Matter,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Animal Matter,,,0.0014,,,Animal Matter,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Cyclopoida,,1,0.0000,,,Copepoda,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Sciaridae,adult,2,0.0001,,,Diptera,bo,White 3/4
as,3/19/2014,2014-067CHNF,F,STTD,RSTR,59,,2.1632,2.5800,4,4,0.0397,0.0232,Chironomidae,adult,7,0.0005,,,Diptera,bo,White 3/4
as,3/7/2014,2014-022CHNF,F,STTD,RSTR,43,,0.7261,,1,,0.0175,,Empty,,,,,,n/a,bo,White 3/4
as,3/26/2014,2014-018CHNS,S,STTD,RSTR,72,,3.9145,4.2600,1,,0.1011,,Empty,,,,,,n/a,bo,White 3/4
as,3/18/2014,2014-015CHNS,S,STTD,RSTR,67,,3.3333,3.6900,6,5,,0.0374,Daphnia sp,,222,0.0414,Y,,Cladocera,bo,White 3/4
as,3/18/2014,2014-015CHNS,S,STTD,RSTR,67,,3.3333,3.6900,6,5,,0.0374,Daphniidae,,119,0.0153,Y,,Cladocera,bo,White 3/4
as,3/18/2014,2014-015CHNS,S,STTD,RSTR,67,,3.3333,3.6900,6,5,,0.0374,Simocephalus sp,,5,0.0008,Y,,Cladocera,bo,White 3/4
as,3/18/2014,2014-015CHNS,S,STTD,RSTR,67,,3.3333,3.6900,6,5,,0.0374,Corixidae,nymph,1,0.0022,Y,,Hemiptera,bo,White 3/4
as,3/18/2014,2014-015CHNS,S,STTD,RSTR,67,,3.3333,3.6900,6,5,,0.0374,Animal Matter,,,0.0026,Y,,Animal Matter,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Animal Matter,,,0.0259,,insect parts,Animal Matter,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Psyllidae,adult,6,0.0044,,,Hemiptera,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Scelionidae,adult,1,0.0003,,,Hymenoptera,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Chironomidae,adult,4,0.0020,,,Diptera,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Hypogastruridae,,1,0.0000,,,Collembola,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Hymenoptera,adult,3,0.0067,,,Hymenoptera,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Aphididae,adult,8,0.0013,,,Hemiptera,bo,White 3/4
as,3/4/2014,2014-001CHNS,S,"STTD, YB",RSTR,72,,3.3585,,6,3,0.1282,0.0430,Ichneumonidae,adult,1,0.0027,,,Hymenoptera,bo,White 3/4
as,3/14/2014,2014-008CHNS,S,"STTD, YB",RSTR,72,,3.7030,4.0000,5,3,0.1245,0.0783,Animal Matter,,,0.0156,,,Animal Matter,bo,White 3/4
as,3/14/2014,2014-008CHNS,S,"STTD, YB",RSTR,72,,3.7030,4.0000,5,3,0.1245,0.0783,Chironomidae,adult,17,0.0079,,,Diptera,bo,White 3/4
as,3/14/2014,2014-008CHNS,S,"STTD, YB",RSTR,72,,3.7030,4.0000,5,3,0.1245,0.0783,Psyllidae,adult,2,0.0010,,,Hemiptera,bo,White 3/4
as,3/14/2014,2014-008CHNS,S,"STTD, YB",RSTR,72,,3.7030,4.0000,5,3,0.1245,0.0783,Cladocera,,2,0.0001,,,Cladocera,bo,White 3/4
as,3/14/2014,2014-008CHNS,S,"STTD, YB",RSTR,72,,3.7030,4.0000,5,3,0.1245,0.0783,Psocoptera,adult,1,0.0000,,,Psocoptera,bo,White 3/4
as,3/18/2014,2014-014CHNS,S,STTD,RSTR,68,,2.8343,3.2400,1,,0.0920,,Empty,,,,,,n/a,bo,White 3/4
as,3/5/2014,2014-010CHNF,F,BL-5,Beach Seine,45,,0.7829,,5,3,0.0239,0.0097,Animal Matter,,,0.0026,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-010CHNF,F,BL-5,Beach Seine,45,,0.7829,,5,3,0.0239,0.0097,Chironomidae,adult,8,0.0012,,,Diptera,bo,White 3/4
as,3/5/2014,2014-010CHNF,F,BL-5,Beach Seine,45,,0.7829,,5,3,0.0239,0.0097,Chironomidae,pupa,1,0.0005,,,Diptera,bo,White 3/4
as,3/26/2014,2014-121CHNF,F,STTD,RSTR,58,,1.8605,2.2100,1,,0.0619,,Empty,,,,Y,stomach cut too high,n/a,bo,White 3/4
as,3/18/2014,2014-016CHNS,S,STTD,RSTR,88,,7.3535,7.6900,2,1,0.1097,0.0717,Animal Matter,,,0.0209,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Animal Matter,,,0.0015,,,Animal Matter,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Aphididae,adult,3,0.0011,,winged,Hemiptera,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Hymenoptera,adult,2,0.0006,,,Hymenoptera,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Copepoda,,1,0.0001,,,Copepoda,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Chironomidae,adult,6,0.0009,,,Diptera,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Brachycera,adult,1,0.0004,,,Diptera,bo,White 3/4
as,3/5/2014,2014-007CHNF,F,BL-5,Beach Seine,60,,1.6602,,5,4,0.0469,0.0242,Cladocera,,2,0.0000,,,Cladocera,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Animal Matter,,,0.0029,,,Animal Matter,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Corixidae,nymph,2,0.0036,,,Hemiptera,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Cyclopoida,,6,0.0004,,,Copepoda,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Calanoida,,1,0.0000,,,Copepoda,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Daphniidae,,22,0.0040,,,Cladocera,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Daphnia sp,,10,0.0015,,,Cladocera,bo,White 3/4
as,3/18/2014,2014-060CHNF,F,STTD,RSTR,51,,1.1749,1.4200,5,4,0.0818,0.0347,Chironomidae,pupa,1,0.0003,,,Diptera,bo,White 3/4
as,3/20/2014,2014-101CHNF,F,STTD,RSTR,44,,0.6569,0.7700,2,4,0.0278,0.0211,Animal Matter,,,0.0008,,,Animal Matter,bo,White 3/4
as,3/20/2014,2014-101CHNF,F,STTD,RSTR,44,,0.6569,0.7700,2,4,0.0278,0.0211,Chironomidae,adult,2,0.0008,,,Diptera,bo,White 3/4
as,3/21/2014,2014-109CHNF,F,STTD,RSTR,42,,0.6240,0.7400,1,,0.0165,,Empty,,,,,,n/a,bo,White 3/4
as,3/20/2014,2014-100CHNF,F,STTD,RSTR,45,,0.6944,0.8500,2,4,0.0290,0.0118,Animal Matter,,,0.0006,,,Animal Matter,bo,White 3/4
as,3/20/2014,2014-100CHNF,F,STTD,RSTR,45,,0.6944,0.8500,2,4,0.0290,0.0118,Daphniidae,,5,0.0004,,,Cladocera,bo,White 3/4
as,3/20/2014,2014-100CHNF,F,STTD,RSTR,45,,0.6944,0.8500,2,4,0.0290,0.0118,Calanoida,,1,0.0000,,,Copepoda,bo,White 3/4
as,3/20/2014,2014-100CHNF,F,STTD,RSTR,45,,0.6944,0.8500,2,4,0.0290,0.0118,Insect matter,,,0.0000,,,Insecta,bo,White 3/4
as,3/25/2014,2014-117CHNF,F,STTD,RSTR,35,,0.2699,0.4000,1,,0.0056,,Empty,,,,,,n/a,bo,White 3/4
as,3/20/2014,2014-119CHNF,F,STTD,RSTR,52,,1.1727,1.5500,1,,0.0327,,Empty,,,,Y,stomach cut too high,n/a,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Animal Matter,,,0.0066,,,Animal Matter,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Plant matter,,,0.0003,,,Plant Matter,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Chironomidae,adult,27,0.0279,,,Diptera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Chironomidae,pupa,3,0.0005,,,Diptera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Daphnia sp,,125,0.0142,,,Cladocera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Daphniidae,,149,0.0148,,,Cladocera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Daphnia sp,ephippia,3,0.0002,,,Cladocera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Psyllidae,adult,,0.0012,,,Hemiptera,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Sminthuridae,,1,0.0003,,,Collembola,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Cyclopoida,,5,0.0000,,,Copepoda,bo,White 3/4
as,3/14/2014,2014-044CHNF,F,STTD,RSTR,57,,1.3233,,6,5,0.1663,0.0074,Calanoida,,3,0.0002,,,Copepoda,bo,White 3/4
as,3/20/2014,2014-104CHNF,F,BL-4,Beach Seine,43,,0.6108,0.8100,6,4,0.0447,0.0098,Animal Matter,,,0.0033,,,Animal Matter,bo,White 3/4
as,3/20/2014,2014-104CHNF,F,BL-4,Beach Seine,43,,0.6108,0.8100,6,4,0.0447,0.0098,Daphnia sp,,67,0.0045,,,Cladocera,bo,White 3/4
as,3/20/2014,2014-104CHNF,F,BL-4,Beach Seine,43,,0.6108,0.8100,6,4,0.0447,0.0098,Daphniidae,,61,0.0050,,,Cladocera,bo,White 3/4
as,3/20/2014,2014-104CHNF,F,BL-4,Beach Seine,43,,0.6108,0.8100,6,4,0.0447,0.0098,Chironomidae,pupa,3,0.0015,,,Diptera,bo,White 3/4
as,3/20/2014,2014-104CHNF,F,BL-4,Beach Seine,43,,0.6108,0.8100,6,4,0.0447,0.0098,Cyclopoida,,2,0.0000,,,Copepoda,bo,White 3/4
as,3/20/2014,2014-095CHNF,F,STTD,RSTR,62,,2.1300,2.3300,4,4,0.0681,0.0339,Animal Matter,,,0.0026,,,Animal Matter,bo,White 3/4
as,3/20/2014,2014-095CHNF,F,STTD,RSTR,62,,2.1300,2.3300,4,4,0.0681,0.0339,Chironomidae,emergent,3,0.0022,,,Diptera,bo,White 3/4
as,3/20/2014,2014-095CHNF,F,STTD,RSTR,62,,2.1300,2.3300,4,4,0.0681,0.0339,Insect matter,,,0.0005,,,Insecta,bo,White 3/4
as,3/20/2014,2014-095CHNF,F,STTD,RSTR,62,,2.1300,2.3300,4,4,0.0681,0.0339,Daphnia sp,,18,0.0031,,,Cladocera,bo,White 3/4
